isbn,title,authors,publication_year,average_rating,ratings_count
385729367,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",Ann Brashares,2007,3.8,56113
552153257,"Feet of Clay (Discworld, #19; City Watch, #3)",Terry Pratchett,1996,4.26,46370
307594777,"The Millennium Trilogy (Millennium Trilogy, #1-3)","Stieg Larsson, Reg Keeland",2005,4.46,29944
1842430343,Skinny Legs and All,Tom Robbins,1990,4.03,32991
61583219,"Destined for an Early Grave (Night Huntress, #4)",Jeaniene Frost,2009,4.34,63734
316159794,"Cross (Alex Cross, #12)",James Patterson,2006,3.99,42476
64472779,"All-American Girl (All-American Girl, #1)",Meg Cabot,2002,3.73,55938
380713802,Neither Here nor There: Travels in Europe,Bill Bryson,1991,3.88,42170
375832998,Boy Meets Boy,David Levithan,2003,3.85,48960
61941026,We Are Water,Wally Lamb,2013,3.79,35457
316002895,"Max (Maximum Ride, #5)",James Patterson,2009,4.07,57039
312656262,"Halo (Halo, #1)",Alexandra Adornetto,2010,3.67,56216
802142818,The Inheritance of Loss,Kiran Desai,2006,3.41,37967
586066888,"A Darkness At Sethanon (The Riftwar Saga, #4)",Raymond E. Feist,1986,4.17,45104
812969901,The Sorrows of Young Werther,"Johann Wolfgang von Goethe, Burton Pike",1774,3.63,37293
61583073,"At Grave's End (Night Huntress, #3)",Jeaniene Frost,2008,4.31,65397
375758992,Don't Let's Go to the Dogs Tonight,Alexandra Fuller,2001,3.96,39298
64404773,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,1978,4.05,54512
316069906,Eating Animals,Jonathan Safran Foer,2009,4.18,43238
60577363,"Flyte (Septimus Heap, #2)","Angie Sage, Mark Zug",2006,3.99,54400
6140105234,??? ???????,"???? ????????, Saud Alsanousi",2012,4.25,38969
62026488,"The Girl of Fire and Thorns (Fire and Thorns, #1)",Rae Carson,2011,3.81,57551
312650086,"Enclave (Razorland, #1)",Ann Aguirre,2011,3.92,55155
802714625,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,"Dava Sobel, Neil Armstrong",1995,3.95,38151
751530492,"Unnatural Exposure (Kay Scarpetta, #8)",Patricia Cornwell,1997,4.05,43531
553213482,Faust: First Part,"Johann Wolfgang von Goethe, Peter Salm",1808,3.93,43276
684818868,Lies My Teacher Told Me,James W. Loewen,1995,3.96,37903
553582461,"Fool's Fate (Tawny Man, #3)",Robin Hobb,2003,4.38,43985
1600102379,"Locke & Key, Vol. 1: Welcome to Lovecraft","Joe Hill, Gabriel Rodríguez",2008,4.18,46590
1406310263,"The Ask and the Answer (Chaos Walking, #2)",Patrick Ness,2009,4.2,45578
446363251,Scarlett,Alexandra Ripley,1991,3.44,38992
425205673,"Bloody Bones (Anita Blake, Vampire Hunter #5)",Laurell K. Hamilton,1996,4.1,56782
684843781,This Side of Paradise,F. Scott Fitzgerald,1920,3.68,40074
670023329,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Blaine Harden,2012,3.99,37392
006057299X,"Every Which Way But Dead (The Hollows, #3)",Kim Harrison,2005,4.29,56023
1400068320,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",Curtis Sittenfeld,2016,3.63,37189
039333712X,Seven Days in the Art World,Sarah Thornton,2008,3.54,26047
7246226,The Children of Húrin,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",2007,3.94,39551
785289089,The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,2003,4.29,37689
316058432,Mr. Popper's Penguins,"Richard Atwater, Florence Atwater, Robert Lawson",1938,3.95,48964
765340054,"Shadow Puppets (Ender's Shadow, #3)",Orson Scott Card,2002,3.88,43517
679732268,Light in August,William Faulkner,1932,3.93,42101
64408671,The Trumpet of the Swan,"E.B. White, Fred Marcellino",1970,4.06,53191
812993802,Tenth of December,George Saunders,2013,3.96,39183
312593554,"Night Pleasures (Dark-Hunter, #1)",Sherrilyn Kenyon,2002,4.23,25985
671015206,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,"Thomas J. Stanley, William D. Danko",1995,4,43937
1423116380,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",Ally Carter,2009,4.2,55517
743244583,"Chronicles, Vol. 1",Bob Dylan,2004,3.98,35468
60920084,The Lost Continent: Travels in Small Town America,Bill Bryson,1989,3.83,40254
140006712X,Dreams of Joy (Shanghai Girls #2),Lisa See,2011,4.06,43863
446607207,Tell Me Your Dreams,Sidney Sheldon,1998,3.93,34445
60885416,"By the Shores of Silver Lake  (Little House, #5)","Laura Ingalls Wilder, Garth Williams",1939,4.16,51640
61053562,"The Player of Games (Culture, #2)",Iain M. Banks,1988,4.26,36505
440228891,The Cricket in Times Square,"George Selden, Garth Williams",1960,4.01,49987
787960756,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,2002,4.01,40239
142003166,Junky,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",1953,3.85,39031
140157352,Getting to Yes: Negotiating an Agreement Without Giving In,"Roger Fisher, William Ury, Bruce Patton",1981,3.88,37205
1501110349,Nov-09,Colleen Hoover,2015,4.41,53321
1408816032,The Song of Achilles,Madeline Miller,2011,4.27,45373
1501139886,The Girl with the Lower Back Tattoo,Amy Schumer,2016,3.76,47809
140449183,The Bhagavad Gita,"Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró",-400,4.1,33225
143039830,The New York Trilogy,"Paul Auster, Art Spiegelman",1987,3.92,34730
043912042X,Esperanza Rising,Pam Muñoz Ryan,2000,3.91,49106
316766941,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",J.D. Salinger,1955,4.11,36751
446617687,Sex and the City,Candace Bushnell,1996,3.37,39710
425209067,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",Laurell K. Hamilton,1997,4.12,54997
014044923X,Beyond Good and Evil,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",1886,4.01,37181
044022800X,The Watsons Go to Birmingham - 1963,Christopher Paul Curtis,1995,3.95,44830
876852630,Factotum,Charles Bukowski,1975,3.96,37376
373210515,"The Immortal Rules (Blood of Eden, #1)",Julie Kagawa,2012,4.1,52376
446546933,Columbine,Dave Cullen,2009,4.26,45029
99471434,"Lasher (Lives of the Mayfair Witches, #2)",Anne Rice,1993,3.84,45760
525953728,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,"Mark Owen, Kevin Maurer",2012,3.95,32267
1594487014,The Chaperone,Laura Moriarty,2012,3.84,42112
684193957,"All That Remains (Kay Scarpetta, #3)",Patricia Cornwell,1992,4.05,46604
451191013,The Regulators,"Richard Bachman, Stephen King",1996,3.63,49405
1563890356,Season of Mists (The Sandman #4),"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",1990,4.54,44811
316013935,Judge & Jury,"James Patterson, Andrew Gross",2006,3.98,38516
1416500340,Silas Marner,George Eliot,1861,3.6,48196
1622660757,"Origin (Lux, #4)",Jennifer L. Armentrout,2013,4.44,63533
375760393,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,2001,4.05,37200
316123536,"Beautiful Redemption (Caster Chronicles, #4)","Kami Garcia, Margaret Stohl",2012,3.94,48268
1439152780,The Distant Hours,Kate Morton,2010,3.87,46498
751554154,I Let You Go,Clare Mackintosh,2016,4.09,39990
439295785,"Kidnapped (David Balfour, #1)",Robert Louis Stevenson,1886,3.78,44150
306814250,"Friday Night Lights: A Town, a Team, and a Dream",H.G. Bissinger,1988,4.11,35799
618683356,Beautiful Boy: A Father's Journey Through His Son's Addiction,David Sheff,2007,4.03,36682
1594561869,The Cask of Amontillado,Edgar Allan Poe,1846,4.09,48364
014044789X,Metamorphoses,"Ovid, David Raeburn, Denis Feeney",8,4.03,42590
452274427,In the Time of the Butterflies,Julia Alvarez,1994,4.13,39917
743203631,Gap Creek,Robert Morgan,1999,3.71,42122
983157200,"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,2011,4.16,60629
1582404119,The Legend of Sleepy Hollow (Graphic Novel),"Bo Hampton, Tracey Hampton, Washington Irving",1993,3.96,43183
451217608,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",Jen Lancaster,2006,3.9,41884
399159371,The Witness,Nora Roberts,2012,4.19,40943
380820889,"Blindsighted (Grant County, #1)",Karin Slaughter,2001,4.1,41857
140169300,Angle of Repose,Wallace Stegner,1971,4.27,40289
743457900,"Tinker, Tailor, Soldier, Spy",John le Carré,1974,4.04,40871
142501107,"Lord Brocktree (Redwall, #13)",Brian Jacques,2000,3.95,42764
62072064,"Through the Ever Night (Under the Never Sky, #2)",Veronica Rossi,2013,4.17,54902
316018589,Barefoot,Elin Hilderbrand,2007,3.77,39531
1594481954,My Friend Leonard,James Frey,2005,3.83,34996
811216012,Cat on a Hot Tin Roof,Tennessee Williams,1955,4.07,43781
316002860,"The Final Warning (Maximum Ride, #4)",James Patterson,2008,3.86,55993
553582453,"Golden Fool (Tawny Man, #2)",Robin Hobb,2002,4.32,43700
446614459,"Split Second (Sean King & Michelle Maxwell, #1)",David Baldacci,2003,3.98,38387
316069353,"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",Michael Connelly,2011,4.17,37594
756402697,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",Tad Williams,1988,3.95,45102
2844140580,"Persepolis, Volume 1",Marjane Satrapi,2000,4.27,46993
1589190629,"At Home in Mitford (Mitford Years, #1)",Jan Karon,1994,4.11,44509
446563048,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,2010,4.01,37601
142405787,"Scorpia (Alex Rider, #5)",Anthony Horowitz,2004,4.16,44197
62290363,"The Queen of the Tearling (The Queen of the Tearling, #1)",Erika Johansen,2014,4.02,42472
545060427,"One False Note (The 39 Clues, #2)",Gordon Korman,2008,3.88,41970
689867042,"Tithe (Modern Faerie Tales, #1)",Holly Black,2002,3.73,57326
515133310,"Echo Burning (Jack Reacher, #5)",Lee Child,2001,3.98,38524
61140988,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",L.J. Smith,2007,3.74,51745
62197266,Into the Darkest Corner,Elizabeth Haynes,2011,4.1,20725
140079076,The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (Classic Crime),"Richard Lancelyn Green, Ronald Knox, Julian Symons, Various",1985,4.4,36863
446605484,"Roses are Red (Alex Cross, #6)",James Patterson,2000,4.02,44383
765344300,"Naked Empire (Sword of Truth, #8)",Terry Goodkind,2003,3.82,39682
60765240,"Map of Bones (Sigma Force, #2)",James Rollins,2005,4.06,42828
525953507,The Stranger,Harlan Coben,2015,3.85,32333
60887397,"Unbelievable (Pretty Little Liars, #4)",Sara Shepard,2008,4.06,46722
014144116X,A Passage to India,"E.M. Forster, Oliver Stallybrass, Pankaj Mishra",1924,3.66,46675
515141658,"Morrigan's Cross (Circle Trilogy, #1)",Nora Roberts,2006,4.14,43455
553381644,"The Mammoth Hunters (Earth's Children, #3)",Jean M. Auel,1985,3.88,44834
441016383,"Princeps' Fury (Codex Alera, #5)",Jim Butcher,2008,4.35,42827
380017601,"Love Story (Love Story, #1)",Erich Segal,1970,3.6,41177
688147321,Chrysanthemum,Kevin Henkes,1991,4.31,43520
62085611,"Sweet Evil (Sweet, #1)",Wendy Higgins,2012,4.13,58879
316952664,"The Winds of War (The Henry Family, #1)",Herman Wouk,1971,4.36,41940
60887184,"The Last Kingdom (The Saxon Stories, #1)",Bernard Cornwell,2004,4.23,38890
887307280,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber,1985,3.98,37671
1416928170,"Bunnicula (Bunnicula, #1)","James Howe, Deborah Howe, Alan Daniel",1979,3.83,50699
786939834,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",R.A. Salvatore,1990,4.24,37728
1250006333,"Ascend (Trylle, #3)",Amanda Hocking,2012,4.08,26350
525952489,"The Keeper of Lost Causes (Department Q, #1)","Jussi Adler-Olsen, Lisa Hartford",2007,3.98,36825
517405091,Of Love and Other Demons,Gabriel García Márquez,1994,3.98,29639
142312166X,The Demigod Files (Percy Jackson and the Olympians),Rick Riordan,2009,4.04,55442
676979785,Musicophilia: Tales of Music and the Brain,Oliver Sacks,2007,3.88,38152
1501129740,"End of Watch (Bill Hodges Trilogy, #3)",Stephen King,2016,4.09,33780
60590319,Fool,Christopher Moore,2009,3.96,41502
743298853,The Book of Lost Things,John Connolly,2006,3.98,43086
140003003X,My Life,Bill Clinton,2004,3.72,35852
1569714029,300,"Frank Miller, Lynn Varley",1998,3.93,38323
545060494,"Storm Warning (The 39 Clues, #9)",Linda Sue Park,2010,3.98,39115
1423128206,"Only the Good Spy Young (Gallagher Girls, #4)",Ally Carter,2010,4.29,51772
440241006,"Persuader (Jack Reacher, #7)",Lee Child,2003,4.09,37434
425212890,"Grave Sight (Harper Connelly, #1)",Charlaine Harris,2005,3.85,52215
8203180728,"Flaggermusmannen (Harry Hole, #1)","Jo Nesbø, Don Bartlett",1997,3.56,22230
515143804,"Blood Brothers (Sign of Seven, #1)",Nora Roberts,2007,4.15,42696
425185508,Picture Perfect,Jodi Picoult,1995,3.52,41631
1591162203,"Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1)","Nobuhiro Watsuki, Kenichiro Yagi",1994,4.33,36765
1402262272,Catching Jordan,Miranda Kenneally,2011,3.85,50383
60730552,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,1988,4.2,36048
670869392,There Was an Old Lady Who Swallowed a Fly,Simms Taback,1997,4.2,41867
1932073205,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,1980,4.13,34136
312270828,The Satanic Verses,Salman Rushdie,1988,3.71,37354
385523904,Nothing to Envy: Ordinary Lives in North Korea,Barbara Demick,2009,4.42,37284
60753943,Winning,"Jack Welch, Suzy Welch",1992,3.8,33160
618620117,How We Decide,Jonah Lehrer,2009,3.81,32507
553381520,"The Beekeeper's Apprentice (Mary Russell, #1)",Laurie R. King,1994,4.08,46665
394805755,The Story of Babar,"Jean de Brunhoff, Merle S. Haas",1931,4.07,50976
385735332,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",Michael Scott,2011,4.17,41271
044101769X,"First Lord's Fury (Codex Alera, #6)",Jim Butcher,2008,4.37,41816
385343663,The Imperfectionists,Tom Rachman,2010,3.54,36571
375714669,"Persepolis 2: The Story of a Return (Persepolis, #2)","Marjane Satrapi, Anjali Singh",2001,4.23,45718
61020656,"Pyramids (Discworld, #7)",Terry Pratchett,1989,3.88,44710
586064176,"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist,1985,4.06,42148
385613466,Before I Die,Jenny Downham,2007,3.84,38551
670021652,Committed: A Skeptic Makes Peace with Marriage,Elizabeth Gilbert,2009,3.39,37410
142401765,Keeping the Moon,Sarah Dessen,1999,3.86,51537
62285637,"The Transfer (Divergent, #0.1)",Veronica Roth,2013,4.19,42240
765344319,"Chainfire (Sword of Truth, #9)",Terry Goodkind,2004,3.95,38743
375413405,Mastering the Art of French Cooking,"Julia Child, Simone Beck, Louisette Bertholle",1961,4.33,34055
1421540320,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)","Kazue Kato, John Werry",2009,4.36,39464
765315238,"Confessor (Sword of Truth, #11)",Terry Goodkind,2007,4.08,37862
151013047,The Reluctant Fundamentalist,Mohsin Hamid,2007,3.67,33879
545284139,The False Prince (The Ascendance Trilogy #1),Jennifer A. Nielsen,2012,4.22,49667
449911659,"Rabbit, Run (Rabbit Angstrom #1)",John Updike,1960,3.57,39485
1400077427,Stumbling on Happiness,Daniel Todd Gilbert,2006,3.82,37601
015694877X,The Waste Land and Other Poems,T.S. Eliot,1922,4.23,38462
590319671,Little Bear,"Else Holmelund Minarik, Maurice Sendak",1957,4.22,46731
146000110,The Pit and the Pendulum,Edgar Allan Poe,1842,4.15,40289
055215315X,"Lords and Ladies (Discworld, #14; Witches #4)",Terry Pratchett,1992,4.14,43980
552152676,"Thud! (Discworld, #34; City Watch #7)",Terry Pratchett,2006,4.29,44496
345481283,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,2006,4.05,48381
689859368,"The Field Guide (The Spiderwick Chronicles, #1)","Holly Black, Tony DiTerlizzi",2003,3.85,56913
1601422210,Radical: Taking Back Your Faith from the American Dream,David Platt,2010,4.18,36326
140280197,The 48 Laws of Power,"Robert Greene, Joost Elffers",1988,4.18,37613
142401110,"My Side of the Mountain (Mountain, #1)",Jean Craighead George,1959,4.03,47002
749080973,"The Winter Sea (Slains, #1)","Susanna Kearsley, Rosalyn Landor",2008,4.07,39572
545135702,"The Sword Thief (The 39 Clues, #3)",Peter Lerangis,2009,3.87,41021
451159535,Coma,Robin Cook,1977,3.86,29071
1560252480,Requiem for a Dream,"Hubert Selby Jr., Darren Aronofsky, Richard Price",1978,4.1,37995
61284203,"Into the Wild (Warriors, #1)",Erin Hunter,2003,4.29,48111
805066691,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,1970,4.21,40565
057506708X,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 193945","Wladyslaw Szpilman, Anthea Bell",1946,4.24,43578
425267040,"Rush (Breathless, #1)",Maya Banks,2013,3.97,53937
1411415930,The Picture of Dorian Gray: A Graphic Novel,"Ian Edginton, Oscar Wilde, I.N.J. Culbard",2009,4.12,40650
671741039,Swan Song,Robert McCammon,1987,4.28,38018
030727103X,The Buried Giant,Kazuo Ishiguro,2015,3.42,31271
345459407,"Perdido Street Station (Bas-Lag, #1)",China Miéville,2000,3.96,41058
1599903385,"Need (Need, #1)",Carrie Jones,2008,3.71,54819
61020613,"Witches Abroad (Discworld, #12; Witches #3)",Terry Pratchett,1991,4.2,47875
014043769X,The Legend of Sleepy Hollow and Other Stories,"Geoffrey Crayon, Washington Irving, William L. Hedges",1819,3.93,42952
441328008,Heretics of Dune (Dune Chronicles #5),Frank Herbert,1984,3.83,40415
515090255,The Cross and the Switchblade,"David Wilkerson, John Sherrill, Elizabeth Sherrill",1963,4.2,37349
441015271,"Captain's Fury (Codex Alera, #4)",Jim Butcher,2007,4.38,42769
385671105,"Damned (Damned, #1)",Chuck Palahniuk,2011,3.38,33787
439443822,Rules,Cynthia Lord,2006,3.96,42950
307263991,Swamplandia!,Karen Russell,2011,3.21,38955
075280944X,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",Michael Connelly,1995,4.21,37717
142001619,Salt: A World History,Mark Kurlansky,2002,3.73,39402
037575850X,Villette,"Charlotte Brontë, A.S. Byatt, ?a??a ?a???, Ignes Sodre",1853,3.75,41793
61977969,Reamde,Neal Stephenson,2011,3.96,34839
057506689X,"Soul Music (Discworld, #16; Death, #3)",Terry Pratchett,1994,4.02,43626
059306173X,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,2009,4.16,34088
1593072937,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",Frank Miller,1992,4.16,40866
055327757X,The Greatest Salesman in the World,Og Mandino,1968,4.19,35971
014200202X,"Casino Royale (James Bond, #1)",Ian Fleming,1953,3.73,39150
6513220,"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,2001,4.34,37369
452283868,Sula,Toni Morrison,1973,3.86,37196
1416563725,"The Red Queen (The Plantagenet and Tudor Novels, #3)",Philippa Gregory,2010,3.74,42128
425233383,"Something About You (FBI/US Attorney, #1)",Julie James,2010,3.94,47720
7169914,Mr. Brown Can Moo! Can You?,Dr. Seuss,1970,4.11,41437
034547063X,"Black House (The Talisman, #2)","Stephen King, Peter Straub",2001,3.99,40734
785123113,Marvel 1602,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",2003,3.93,43541
743270371,"Act of Treason (Mitch Rapp, #9)",Vince Flynn,2006,4.28,34242
307959945,The Dog Stars,Peter Heller,2012,3.9,33465
441013406,"Academ's Fury (Codex Alera, #2)",Jim Butcher,2005,4.27,43941
446676438,"When the Wind Blows (When the Wind Blows, #1)",James Patterson,1998,3.92,39948
4103534222,"1Q84 BOOK 1 (1Q84, #1)","Haruki Murakami, ?? ??",2009,3.96,32323
722534876,The Pilgrimage,"Paulo Coelho, Alan R. Clarke",1987,3.64,28283
385336691,"The Hard Way (Jack Reacher, #10)",Lee Child,2006,4.14,36240
440226708,The Incredible Journey,Sheila Burnford,1960,4.16,42094
143036661,March,Geraldine Brooks,2004,3.73,43737
307749606,"A Wanted Man (Jack Reacher, #17)","Lee Child, Dick Hill",2012,4,33264
